time,y
0.0,-0.026144059052616755
0.20202020202020202,0.2651307801478209
0.40404040404040403,0.4447901411697561
0.6060606060606061,0.7171537442814554
0.8080808080808081,0.9266489496174753
1.0101010101010102,1.026093516500753
1.2121212121212122,1.1968386322364748
1.4141414141414141,1.3572535990623955
1.6161616161616161,1.4444285150785845
1.8181818181818181,1.5409796677820697
2.0202020202020203,1.5649981094989371
2.2222222222222223,1.5343635648096938
2.4242424242424243,1.5175241835688367
2.6262626262626263,1.4703780280011043
2.8282828282828283,1.3435874485743449
3.0303030303030303,1.2409243091193616
3.2323232323232323,1.0756336723086135
3.4343434343434343,0.9665788922530684
3.6363636363636362,0.8348633893211997
3.8383838383838382,0.5805101851379209
4.040404040404041,0.3838246935835067
4.242424242424242,0.19341638941283434
4.444444444444445,0.000498951414956783
4.646464646464646,-0.23583688659751603
4.848484848484849,-0.35214290923230596
5.05050505050505,-0.5931391904439489
5.252525252525253,-0.7243204256708408
5.454545454545454,-0.8383680664953427
5.656565656565657,-0.914570017587894
5.858585858585858,-1.0351838102847177
6.0606060606060606,-1.1722872788289267
6.262626262626262,-1.1309274075172189
6.4646464646464645,-1.2336047864527542
6.666666666666667,-1.18406670201341
6.8686868686868685,-1.10902735754923
7.070707070707071,-1.1291484813232984
7.2727272727272725,-1.0627127002754029
7.474747474747475,-0.9210657937244215
7.6767676767676765,-0.8697465210026919
7.878787878787879,-0.7154931078064094
8.080808080808081,-0.5662710003960507
8.282828282828282,-0.39756822755612786
8.484848484848484,-0.23422758574487543
8.686868686868687,-0.0828277060395655
8.88888888888889,0.07055389254522526
9.09090909090909,0.13989301601535775
9.292929292929292,0.3433044187925772
9.494949494949495,0.43651791264494055
9.696969696969697,0.5730494859506665
9.8989898989899,0.7160522282295116
10.1010101010101,0.7373945112606175
10.303030303030303,0.771739297617199
10.505050505050505,0.8504620462145629
10.707070707070708,0.8907309499158027
10.909090909090908,0.9549075957333378
11.11111111111111,0.9403043231699956
11.313131313131313,0.8516017267672963
11.515151515151516,0.8467615683521689
11.717171717171716,0.745470768592453
11.919191919191919,0.68531342175821
12.121212121212121,0.5750543309554749
12.323232323232324,0.5450083191149365
12.525252525252524,0.41945800846866355
12.727272727272727,0.2509698591538286
12.929292929292929,0.1721226587967831
13.131313131313131,0.07307892227515382
13.333333333333334,-0.03956603680018186
13.535353535353535,-0.18308453400160402
13.737373737373737,-0.28211109385710315
13.93939393939394,-0.3287030775852775
14.141414141414142,-0.4151814802377647
14.343434343434343,-0.5669009898847425
14.545454545454545,-0.5566120693208589
14.747474747474747,-0.6142581997054372
14.94949494949495,-0.6425841338826042
15.15151515151515,-0.7320323494638208
15.353535353535353,-0.7285574010499054
15.555555555555555,-0.7259501191373265
15.757575757575758,-0.619587610724812
15.959595959595958,-0.6463407724448271
16.161616161616163,-0.5854190622449109
16.363636363636363,-0.49263455188447064
16.565656565656564,-0.47853527263957585
16.767676767676768,-0.39340969862574
16.96969696969697,-0.2893083430314235
17.171717171717173,-0.21647062387166557
17.373737373737374,-0.07344333089279793
17.575757575757574,-0.057836207473880505
17.77777777777778,0.0738668799408544
17.97979797979798,0.15278099456805994
18.18181818181818,0.2619400457741271
18.383838383838384,0.2568050285566733
18.585858585858585,0.3892882791917241
18.78787878787879,0.4426470947245459
18.98989898989899,0.40793001437516563
19.19191919191919,0.4448737894634398
19.393939393939394,0.5097127579009986
19.595959595959595,0.506513726192872
19.7979797979798,0.5422478787057308
20.0,0.5526588662887869
